timestamp,machine_id,operator_id,engine_hours,fuel_used_L,load_cycles,idling_time_min,seatbelt_status,safety_alert_triggered
2026-09-17T10:11:00Z,CAT-336-EX01,OP-401,3464.83,1596.35,24,10.5,Fastened,False
2026-09-17T11:24:00Z,CAT-336-EX01,OP-401,3465.77,1618.24,24,20.5,Fastened,False
2026-09-17T12:09:00Z,CAT-336-EX01,OP-401,3466.74,1645.07,30,13.3,Fastened,False
2026-09-17T13:26:00Z,CAT-336-EX01,OP-401,3467.71,1672.28,23,11.4,Fastened,False
2026-09-17T14:07:00Z,CAT-336-EX01,OP-401,3468.48,1697.1,28,15.2,Fastened,False
2026-09-17T15:12:00Z,CAT-336-EX01,OP-401,3469.32,1718.99,31,16.9,Fastened,False
2026-09-17T16:39:00Z,CAT-336-EX01,OP-401,3470.23,1740.18,24,21.3,Fastened,False
2026-09-17T17:47:00Z,CAT-336-EX01,OP-401,3471.19,1764.98,21,17.5,Fastened,False
2026-09-17T18:24:00Z,CAT-336-EX01,OP-401,3472.09,1788.34,35,13.9,Fastened,False
2026-09-18T07:29:00Z,CAT-336-EX01,OP-401,3473.0,1810.59,27,20.8,Fastened,False
2026-09-18T08:24:00Z,CAT-336-EX01,OP-401,3473.82,1834.49,38,15.2,Fastened,False
2026-09-18T09:48:00Z,CAT-336-EX01,OP-401,3474.62,1859.81,23,15.7,Fastened,False
2026-09-18T10:47:00Z,CAT-336-EX01,OP-401,3475.52,1885.94,25,14.0,Fastened,False
2026-09-18T11:17:00Z,CAT-336-EX01,OP-401,3476.3,1893.37,8,53.9,Unfastened,False
2026-09-18T12:45:00Z,CAT-336-EX01,OP-401,3477.18,1915.61,30,18.6,Fastened,False
2026-09-18T13:05:00Z,CAT-336-EX01,OP-401,3478.14,1924.64,3,53.1,Fastened,False
2026-09-18T14:38:00Z,CAT-336-EX01,OP-401,3479.0,1933.41,3,53.3,Unfastened,False
2026-09-18T15:40:00Z,CAT-336-EX01,OP-401,3479.89,1941.82,7,53.1,Unfastened,False
2026-09-18T16:40:00Z,CAT-336-EX01,OP-401,3480.74,1966.63,32,11.9,Fastened,False
2026-09-18T17:45:00Z,CAT-336-EX01,OP-401,3481.55,1988.26,25,19.3,Fastened,False
2026-09-18T18:23:00Z,CAT-336-EX01,OP-401,3482.35,2011.53,20,14.0,Fastened,False
2026-09-19T07:49:00Z,CAT-336-EX01,OP-401,3483.14,2037.72,28,12.6,Fastened,False
2026-09-19T08:18:00Z,CAT-336-EX01,OP-401,3484.08,2064.85,18,14.7,Fastened,False
2026-09-19T09:29:00Z,CAT-336-EX01,OP-401,3484.94,2089.02,30,21.3,Fastened,False
2026-09-19T10:31:00Z,CAT-336-EX01,OP-401,3485.81,2112.05,25,18.8,Fastened,False
2026-09-19T11:36:00Z,CAT-336-EX01,OP-401,3486.57,2138.81,30,14.0,Fastened,False
2026-09-19T12:13:00Z,CAT-336-EX01,OP-401,3487.55,2163.13,36,16.4,Fastened,False
2026-09-19T13:46:00Z,CAT-336-EX01,OP-401,3488.4,2178.39,28,34.6,Fastened,False
2026-09-19T14:53:00Z,CAT-336-EX01,OP-401,3489.35,2202.47,31,13.3,Fastened,False
2026-09-19T15:06:00Z,CAT-336-EX01,OP-401,3490.27,2230.31,25,10.6,Fastened,False
2026-09-19T16:46:00Z,CAT-336-EX01,OP-401,3491.03,2257.86,18,10.4,Fastened,False
2026-09-19T17:35:00Z,CAT-336-EX01,OP-401,3491.93,2283.14,26,16.8,Fastened,False
2026-09-19T18:43:00Z,CAT-336-EX01,OP-401,3492.9,2308.43,23,18.6,Fastened,False
2026-09-20T07:06:00Z,CAT-336-EX01,OP-401,3493.86,2332.16,30,16.9,Fastened,False
2026-09-20T08:09:00Z,CAT-336-EX01,OP-401,3494.75,2356.64,27,20.0,Fastened,False
2026-09-20T09:12:00Z,CAT-336-EX01,OP-401,3495.68,2370.9,29,37.3,Fastened,False
2026-09-20T10:05:00Z,CAT-336-EX01,OP-401,3496.63,2384.97,7,41.6,Fastened,False
2026-09-20T11:14:00Z,CAT-336-EX01,OP-401,3497.48,2393.89,8,53.7,Unfastened,False
2026-09-20T12:34:00Z,CAT-336-EX01,OP-401,3498.33,2418.44,25,18.8,Fastened,False
2026-09-20T13:33:00Z,CAT-336-EX01,OP-401,3499.14,2427.3,2,50.9,Unfastened,False
2026-09-20T14:36:00Z,CAT-336-EX01,OP-401,3499.94,2438.1,7,48.7,Fastened,False
2026-09-20T15:38:00Z,CAT-336-EX01,OP-401,3500.91,2446.65,8,51.8,Unfastened,False
2026-09-20T16:50:00Z,CAT-336-EX01,OP-401,3501.77,2462.71,25,34.2,Fastened,False
2026-09-20T17:35:00Z,CAT-336-EX01,OP-401,3502.65,2487.24,35,14.1,Fastened,False
2026-09-20T18:22:00Z,CAT-336-EX01,OP-401,3503.47,2511.08,28,12.8,Fastened,False
2026-09-21T07:53:00Z,CAT-336-EX01,OP-401,3504.38,2538.69,26,12.3,Fastened,False
2026-09-21T08:38:00Z,CAT-336-EX01,OP-401,3505.27,2559.16,27,21.8,Fastened,False
2026-09-21T09:05:00Z,CAT-336-EX01,OP-401,3506.18,2576.55,27,32.5,Fastened,False
2026-09-21T10:53:00Z,CAT-336-EX01,OP-401,3507.04,2598.86,33,20.5,Fastened,False
2026-09-21T11:08:00Z,CAT-336-EX01,OP-401,3507.85,2614.89,33,32.7,Fastened,False
2026-09-21T12:08:00Z,CAT-336-EX01,OP-401,3508.63,2639.76,20,19.7,Fastened,False
2026-09-21T13:53:00Z,CAT-336-EX01,OP-401,3509.48,2663.45,34,17.2,Fastened,False
2026-09-21T14:24:00Z,CAT-336-EX01,OP-401,3510.43,2683.84,37,21.9,Fastened,False
2026-09-21T15:11:00Z,CAT-336-EX01,OP-401,3511.4,2707.8,20,12.5,Fastened,False
2026-09-21T16:09:00Z,CAT-336-EX01,OP-401,3512.19,2731.52,33,14.9,Fastened,False
2026-09-21T17:50:00Z,CAT-336-EX01,OP-401,3513.01,2749.04,26,34.3,Fastened,False
2026-09-21T18:47:00Z,CAT-336-EX01,OP-401,3513.94,2767.25,22,34.2,Fastened,False
2026-09-22T07:09:00Z,CAT-336-EX01,OP-401,3514.7,2792.15,36,19.5,Fastened,False
2026-09-22T08:34:00Z,CAT-336-EX01,OP-401,3515.61,2815.75,34,18.4,Fastened,False
2026-09-22T09:43:00Z,CAT-336-EX01,OP-401,3516.37,2837.96,26,15.2,Fastened,False
2026-09-22T10:48:00Z,CAT-336-EX01,OP-401,3517.31,2862.63,26,16.9,Fastened,False
2026-09-22T11:16:00Z,CAT-336-EX01,OP-401,3518.17,2888.73,23,17.8,Fastened,False
2026-09-22T12:36:00Z,CAT-336-EX01,OP-401,3519.14,2914.5,28,15.6,Fastened,False
2026-09-22T13:26:00Z,CAT-336-EX01,OP-401,3519.98,2940.67,30,15.9,Fastened,False
2026-09-22T14:34:00Z,CAT-336-EX01,OP-401,3520.75,2954.73,34,39.7,Fastened,False
2026-09-22T15:39:00Z,CAT-336-EX01,OP-401,3521.61,2983.1,37,10.7,Fastened,False
2026-09-22T16:53:00Z,CAT-336-EX01,OP-401,3522.37,2998.92,33,34.9,Fastened,False
2026-09-22T17:43:00Z,CAT-336-EX01,OP-401,3523.3,3022.26,18,18.5,Fastened,False
2026-09-22T18:12:00Z,CAT-336-EX01,OP-401,3524.16,3051.12,33,11.4,Fastened,False
2026-09-13T07:50:00Z,CAT-950-LD02,OP-402,5140.81,472.53,35,15.8,Fastened,False
2026-09-13T08:43:00Z,CAT-950-LD02,OP-402,5141.68,496.84,31,14.9,Fastened,False
2026-09-13T09:22:00Z,CAT-950-LD02,OP-402,5142.62,525.89,33,10.4,Fastened,False
2026-09-13T10:35:00Z,CAT-950-LD02,OP-402,5143.45,554.29,28,12.3,Fastened,False
2026-09-13T11:20:00Z,CAT-950-LD02,OP-402,5144.33,580.86,33,14.2,Fastened,False
2026-09-13T12:29:00Z,CAT-950-LD02,OP-402,5145.31,604.79,19,13.2,Fastened,False
2026-09-13T13:26:00Z,CAT-950-LD02,OP-402,5146.26,628.34,32,11.5,Fastened,False
2026-09-13T14:46:00Z,CAT-950-LD02,OP-402,5147.23,654.72,37,14.3,Fastened,False
2026-09-13T15:26:00Z,CAT-950-LD02,OP-402,5148.18,683.3,33,11.0,Fastened,False
2026-09-13T16:09:00Z,CAT-950-LD02,OP-402,5148.98,709.74,20,10.3,Fastened,False
2026-09-13T17:45:00Z,CAT-950-LD02,OP-402,5149.89,734.59,18,9.3,Fastened,False
2026-09-13T18:23:00Z,CAT-950-LD02,OP-402,5150.72,759.63,23,10.0,Fastened,False
2026-09-14T07:29:00Z,CAT-950-LD02,OP-402,5151.61,785.13,32,15.3,Fastened,False
2026-09-14T08:47:00Z,CAT-950-LD02,OP-402,5152.36,808.03,23,15.2,Fastened,False
2026-09-14T09:42:00Z,CAT-950-LD02,OP-402,5153.18,831.92,27,13.5,Fastened,False
2026-09-14T10:35:00Z,CAT-950-LD02,OP-402,5153.95,856.07,27,10.9,Fastened,False
2026-09-14T11:30:00Z,CAT-950-LD02,OP-402,5154.76,884.04,19,13.5,Fastened,False
2026-09-14T12:23:00Z,CAT-950-LD02,OP-402,5155.69,909.98,24,14.4,Fastened,False
2026-09-14T13:51:00Z,CAT-950-LD02,OP-402,5156.62,938.3,38,9.1,Fastened,False
2026-09-14T14:33:00Z,CAT-950-LD02,OP-402,5157.38,967.19,28,9.1,Fastened,False
2026-09-14T15:13:00Z,CAT-950-LD02,OP-402,5158.31,995.69,26,10.9,Fastened,False
2026-09-14T16:35:00Z,CAT-950-LD02,OP-402,5159.28,1022.85,32,15.0,Fastened,False
2026-09-14T17:19:00Z,CAT-950-LD02,OP-402,5160.23,1046.92,35,15.8,Fastened,False
2026-09-14T18:05:00Z,CAT-950-LD02,OP-402,5161.04,1074.26,26,10.9,Fastened,False
2026-09-15T07:28:00Z,CAT-950-LD02,OP-402,5161.81,1101.17,35,8.2,Fastened,False
2026-09-15T08:46:00Z,CAT-950-LD02,OP-402,5162.57,1123.7,31,15.3,Fastened,False
2026-09-15T09:07:00Z,CAT-950-LD02,OP-402,5163.39,1150.65,22,8.8,Fastened,False
2026-09-15T10:52:00Z,CAT-950-LD02,OP-402,5164.3,1177.63,31,12.7,Fastened,False
2026-09-15T11:44:00Z,CAT-950-LD02,OP-402,5165.14,1205.09,32,8.3,Fastened,False
2026-09-15T12:28:00Z,CAT-950-LD02,OP-402,5165.91,1228.63,29,12.4,Fastened,False
2026-09-15T13:12:00Z,CAT-950-LD02,OP-402,5166.88,1256.72,38,8.7,Fastened,False
2026-09-15T14:55:00Z,CAT-950-LD02,OP-402,5167.71,1280.23,35,14.3,Fastened,False
2026-09-15T15:19:00Z,CAT-950-LD02,OP-402,5168.54,1307.65,22,15.2,Fastened,True
2026-09-15T16:16:00Z,CAT-950-LD02,OP-402,5169.32,1335.53,25,9.1,Fastened,False
2026-09-15T17:21:00Z,CAT-950-LD02,OP-402,5170.08,1361.33,33,12.2,Fastened,False
2026-09-15T18:42:00Z,CAT-950-LD02,OP-402,5170.86,1385.09,34,15.6,Fastened,False
2026-09-16T07:06:00Z,CAT-950-LD02,OP-402,5171.62,1412.87,33,11.2,Fastened,False
2026-09-16T08:10:00Z,CAT-950-LD02,OP-402,5172.44,1440.65,36,9.0,Fastened,False
2026-09-16T09:43:00Z,CAT-950-LD02,OP-402,5173.31,1468.55,21,12.8,Fastened,False
2026-09-16T10:54:00Z,CAT-950-LD02,OP-402,5174.19,1494.11,31,11.4,Fastened,False
2026-09-16T11:31:00Z,CAT-950-LD02,OP-402,5175.11,1522.08,22,10.5,Fastened,False
2026-09-16T12:10:00Z,CAT-950-LD02,OP-402,5176.05,1550.11,22,8.8,Fastened,False
2026-09-16T13:40:00Z,CAT-950-LD02,OP-402,5176.93,1578.87,31,11.3,Fastened,False
2026-09-16T14:23:00Z,CAT-950-LD02,OP-402,5177.82,1603.12,33,12.6,Fastened,False
2026-09-16T15:40:00Z,CAT-950-LD02,OP-402,5178.65,1631.9,35,12.6,Fastened,False
2026-09-16T16:44:00Z,CAT-950-LD02,OP-402,5179.56,1655.06,26,12.9,Fastened,False
2026-09-16T17:53:00Z,CAT-950-LD02,OP-402,5180.38,1683.85,36,8.0,Fastened,False
2026-09-16T18:52:00Z,CAT-950-LD02,OP-402,5181.28,1708.79,31,14.0,Fastened,False
2026-09-17T07:24:00Z,CAT-950-LD02,OP-402,5182.2,1733.03,19,12.5,Fastened,False
2026-09-17T08:08:00Z,CAT-950-LD02,OP-402,5183.11,1758.09,32,13.3,Fastened,False
2026-09-17T09:37:00Z,CAT-950-LD02,OP-402,5183.89,1785.17,33,10.3,Fastened,False
2026-09-17T10:19:00Z,CAT-950-LD02,OP-402,5184.73,1814.85,24,8.1,Fastened,False
2026-09-17T11:23:00Z,CAT-950-LD02,OP-402,5185.56,1840.25,30,14.0,Fastened,False
2026-09-17T12:40:00Z,CAT-950-LD02,OP-402,5186.5,1867.6,19,8.6,Fastened,False
2026-09-17T13:09:00Z,CAT-950-LD02,OP-402,5187.45,1892.38,31,12.6,Fastened,False
2026-09-17T14:25:00Z,CAT-950-LD02,OP-402,5188.24,1916.62,29,11.7,Fastened,False
2026-09-17T15:20:00Z,CAT-950-LD02,OP-402,5189.09,1942.78,28,8.6,Fastened,False
2026-09-17T16:09:00Z,CAT-950-LD02,OP-402,5189.96,1968.39,29,12.1,Fastened,False
2026-09-17T17:46:00Z,CAT-950-LD02,OP-402,5190.9,1993.92,37,9.2,Fastened,False
2026-09-17T18:09:00Z,CAT-950-LD02,OP-402,5191.69,2020.12,36,12.0,Fastened,False
2026-09-18T07:41:00Z,CAT-950-LD02,OP-402,5192.59,2044.79,28,10.6,Fastened,False
2026-09-18T08:33:00Z,CAT-950-LD02,OP-402,5193.49,2069.65,20,12.7,Fastened,False
2026-09-18T09:08:00Z,CAT-950-LD02,OP-402,5194.32,2096.03,20,13.2,Fastened,False
2026-09-18T10:34:00Z,CAT-950-LD02,OP-402,5195.2,2122.16,36,13.9,Fastened,False
2026-09-18T11:35:00Z,CAT-950-LD02,OP-402,5196.07,2151.11,28,11.6,Fastened,False
2026-09-18T12:46:00Z,CAT-950-LD02,OP-402,5196.86,2178.13,34,11.5,Fastened,False
2026-09-18T13:23:00Z,CAT-950-LD02,OP-402,5197.7,2204.31,38,13.4,Fastened,False
2026-09-18T14:11:00Z,CAT-950-LD02,OP-402,5198.58,2233.54,37,10.0,Fastened,False
2026-09-18T15:42:00Z,CAT-950-LD02,OP-402,5199.48,2258.4,30,10.5,Fastened,False
2026-09-18T16:10:00Z,CAT-950-LD02,OP-402,5200.3,2281.56,34,14.3,Fastened,False
2026-09-18T17:37:00Z,CAT-950-LD02,OP-402,5201.13,2307.31,33,9.4,Fastened,False
2026-09-18T18:14:00Z,CAT-950-LD02,OP-402,5201.9,2332.14,34,8.8,Fastened,False
2026-09-19T07:54:00Z,CAT-950-LD02,OP-402,5202.79,2361.3,37,9.2,Fastened,False
2026-09-19T08:33:00Z,CAT-950-LD02,OP-402,5203.55,2385.76,37,13.8,Fastened,False
2026-09-19T09:33:00Z,CAT-950-LD02,OP-402,5204.35,2409.99,24,15.7,Fastened,False
2026-09-19T10:33:00Z,CAT-950-LD02,OP-402,5205.21,2438.6,23,11.1,Fastened,False
2026-09-19T11:13:00Z,CAT-950-LD02,OP-402,5206.16,2466.11,21,11.8,Fastened,False
2026-09-19T12:12:00Z,CAT-950-LD02,OP-402,5206.98,2494.91,22,10.2,Fastened,False
2026-09-19T13:19:00Z,CAT-950-LD02,OP-402,5207.92,2519.49,30,15.4,Fastened,False
2026-09-19T14:10:00Z,CAT-950-LD02,OP-402,5208.76,2543.15,38,15.4,Fastened,False
2026-09-19T15:07:00Z,CAT-950-LD02,OP-402,5209.58,2568.16,33,13.6,Fastened,False
2026-09-19T16:10:00Z,CAT-950-LD02,OP-402,5210.33,2595.65,37,9.2,Fastened,False
2026-09-19T17:23:00Z,CAT-950-LD02,OP-402,5211.13,2622.4,37,9.9,Fastened,False
2026-09-19T18:36:00Z,CAT-950-LD02,OP-402,5212.02,2647.18,22,12.1,Fastened,False
2026-09-20T07:27:00Z,CAT-950-LD02,OP-402,5212.83,2670.51,29,13.3,Fastened,False
2026-09-20T08:37:00Z,CAT-950-LD02,OP-402,5213.76,2699.42,19,8.2,Fastened,False
2026-09-20T09:21:00Z,CAT-950-LD02,OP-402,5214.68,2724.83,38,8.5,Fastened,False
2026-09-20T10:53:00Z,CAT-950-LD02,OP-402,5215.51,2752.85,23,12.4,Fastened,False
2026-09-20T11:49:00Z,CAT-950-LD02,OP-402,5216.37,2777.51,32,9.1,Fastened,False
2026-09-20T12:55:00Z,CAT-950-LD02,OP-402,5217.17,2801.81,35,15.5,Fastened,False
2026-09-20T13:46:00Z,CAT-950-LD02,OP-402,5217.96,2826.04,28,14.2,Fastened,False
2026-09-20T14:32:00Z,CAT-950-LD02,OP-402,5218.91,2850.89,23,15.2,Fastened,False
2026-09-20T15:38:00Z,CAT-950-LD02,OP-402,5219.72,2877.58,23,11.4,Fastened,False
2026-09-20T16:10:00Z,CAT-950-LD02,OP-402,5220.55,2905.02,23,11.6,Fastened,False
2026-09-20T17:07:00Z,CAT-950-LD02,OP-402,5221.47,2933.75,38,12.9,Fastened,False
2026-09-20T18:09:00Z,CAT-950-LD02,OP-402,5222.37,2962.3,23,12.1,Fastened,False
2026-09-21T07:43:00Z,CAT-950-LD02,OP-402,5223.28,2989.02,38,9.0,Fastened,False
2026-09-21T08:41:00Z,CAT-950-LD02,OP-402,5224.04,3016.97,32,11.6,Fastened,False
2026-09-21T09:38:00Z,CAT-950-LD02,OP-402,5224.87,3045.36,18,10.2,Fastened,False
2026-09-21T10:29:00Z,CAT-950-LD02,OP-402,5225.83,3073.17,24,14.2,Fastened,False
2026-09-21T11:36:00Z,CAT-950-LD02,OP-402,5226.63,3104.0,32,8.6,Fastened,False
2026-09-21T12:25:00Z,CAT-950-LD02,OP-402,5227.53,3132.14,27,12.4,Fastened,False
2026-09-21T13:49:00Z,CAT-950-LD02,OP-402,5228.43,3159.86,24,12.1,Fastened,False
2026-09-21T14:36:00Z,CAT-950-LD02,OP-402,5229.19,3184.63,35,11.0,Fastened,False
2026-09-21T15:09:00Z,CAT-950-LD02,OP-402,5230.01,3211.61,31,13.8,Fastened,False
2026-09-21T16:25:00Z,CAT-950-LD02,OP-402,5230.91,3237.81,35,13.4,Fastened,False
2026-09-21T17:13:00Z,CAT-950-LD02,OP-402,5231.76,3264.32,22,8.4,Fastened,False
2026-09-21T18:50:00Z,CAT-950-LD02,OP-402,5232.56,3289.18,20,12.2,Fastened,False
2026-09-22T07:40:00Z,CAT-950-LD02,OP-402,5233.37,3313.45,38,12.9,Fastened,False
2026-09-22T08:14:00Z,CAT-950-LD02,OP-402,5234.16,3336.13,36,15.2,Fastened,False
2026-09-22T09:10:00Z,CAT-950-LD02,OP-402,5234.92,3361.72,36,12.6,Fastened,False
2026-09-22T10:36:00Z,CAT-950-LD02,OP-402,5235.87,3389.24,25,13.1,Fastened,False
2026-09-22T11:24:00Z,CAT-950-LD02,OP-402,5236.72,3414.98,32,9.3,Fastened,False
2026-09-22T12:25:00Z,CAT-950-LD02,OP-402,5237.67,3437.54,30,15.9,Fastened,False
2026-09-22T13:40:00Z,CAT-950-LD02,OP-402,5238.44,3462.63,22,9.0,Fastened,False
2026-09-22T14:29:00Z,CAT-950-LD02,OP-402,5239.39,3489.65,28,15.7,Fastened,False
2026-09-22T15:17:00Z,CAT-950-LD02,OP-402,5240.32,3515.63,27,12.1,Fastened,False
2026-09-22T16:30:00Z,CAT-950-LD02,OP-402,5241.19,3541.63,19,9.7,Fastened,False
2026-09-22T17:46:00Z,CAT-950-LD02,OP-402,5242.09,3572.0,22,8.1,Fastened,False
2026-09-22T18:53:00Z,CAT-950-LD02,OP-402,5242.93,3599.99,29,8.4,Fastened,False
2026-09-13T07:37:00Z,CAT-336-EX01,OP-403,3420.85,470.21,37,23.1,Fastened,False
2026-09-13T08:30:00Z,CAT-336-EX01,OP-403,3421.69,491.66,22,19.8,Fastened,False
2026-09-13T09:37:00Z,CAT-336-EX01,OP-403,3422.45,511.96,34,25.5,Fastened,False
2026-09-13T10:37:00Z,CAT-336-EX01,OP-403,3423.23,533.8,27,23.0,Unfastened,True
2026-09-13T11:37:00Z,CAT-336-EX01,OP-403,3424.1,558.96,21,19.8,Unfastened,False
2026-09-13T12:55:00Z,CAT-336-EX01,OP-403,3425.06,582.8,26,22.8,Fastened,False
2026-09-13T13:54:00Z,CAT-336-EX01,OP-403,3425.94,605.87,37,21.8,Unfastened,True
2026-09-13T14:48:00Z,CAT-336-EX01,OP-403,3426.75,628.54,32,17.5,Fastened,False
2026-09-13T15:49:00Z,CAT-336-EX01,OP-403,3427.55,651.74,19,21.1,Fastened,False
2026-09-13T16:40:00Z,CAT-336-EX01,OP-403,3428.37,674.73,23,19.1,Fastened,False
2026-09-13T17:39:00Z,CAT-336-EX01,OP-403,3429.2,696.18,26,23.4,Fastened,False
2026-09-13T18:20:00Z,CAT-336-EX01,OP-403,3430.01,716.52,27,27.8,Fastened,False
2026-09-14T07:36:00Z,CAT-336-EX01,OP-403,3430.83,736.15,26,25.3,Fastened,False
2026-09-14T08:39:00Z,CAT-336-EX01,OP-403,3431.67,754.62,22,27.4,Fastened,False
2026-09-14T09:50:00Z,CAT-336-EX01,OP-403,3432.44,774.12,24,24.7,Fastened,False
2026-09-14T10:40:00Z,CAT-336-EX01,OP-403,3433.35,794.14,25,22.6,Fastened,False
2026-09-14T11:19:00Z,CAT-336-EX01,OP-403,3434.25,815.38,21,24.3,Fastened,False
2026-09-14T12:40:00Z,CAT-336-EX01,OP-403,3435.22,834.89,33,26.4,Fastened,False
2026-09-14T13:23:00Z,CAT-336-EX01,OP-403,3436.04,858.11,36,16.2,Fastened,False
2026-09-14T14:07:00Z,CAT-336-EX01,OP-403,3437.0,884.45,19,17.3,Fastened,False
2026-09-14T15:36:00Z,CAT-336-EX01,OP-403,3437.79,905.43,19,18.8,Fastened,False
2026-09-14T16:11:00Z,CAT-336-EX01,OP-403,3438.75,927.12,34,23.3,Fastened,False
