timestamp,location,temperature,rainfall,visibility,wind_speed,ground_condition,terrain_slope,ambient_noise_level
2026-09-16T10:08:00Z,North Trench Sector B,18.2,12.7,Moderate (Rain Haze),22.2,Soft Mud / Slippery,7.8,74.7
2026-09-16T11:08:00Z,North Trench Sector B,18.2,12.7,Moderate (Rain Haze),22.2,Soft Mud / Slippery,7.3,76.5
2026-09-16T12:30:00Z,North Trench Sector B,18.2,12.7,Moderate (Rain Haze),22.2,Soft Mud / Slippery,2.5,68.4
2026-09-16T13:55:00Z,North Trench Sector B,18.2,12.7,Moderate (Rain Haze),22.2,Soft Mud / Slippery,9.1,67.6
2026-09-16T14:10:00Z,North Trench Sector B,18.2,12.7,Moderate (Rain Haze),22.2,Soft Mud / Slippery,7.3,76.2
2026-09-16T15:05:00Z,North Trench Sector B,18.2,12.7,Moderate (Rain Haze),22.2,Soft Mud / Slippery,2.7,84.9
2026-09-16T16:20:00Z,North Trench Sector B,18.2,12.7,Moderate (Rain Haze),22.2,Soft Mud / Slippery,5.9,78.3
2026-09-16T17:11:00Z,North Trench Sector B,18.2,12.7,Moderate (Rain Haze),22.2,Soft Mud / Slippery,9.3,74.8
2026-09-17T07:24:00Z,North Trench Sector B,25.6,0.0,Optimal Clear,21.2,Firm Dry,9.6,75.7
2026-09-17T08:37:00Z,North Trench Sector B,25.6,0.0,Optimal Clear,21.2,Firm Dry,10.3,87.1
2026-09-17T09:15:00Z,North Trench Sector B,25.6,0.0,Optimal Clear,21.2,Firm Dry,10.0,74.2
2026-09-17T10:50:00Z,North Trench Sector B,25.6,0.0,Optimal Clear,21.2,Firm Dry,8.0,71.3
2026-09-17T11:09:00Z,North Trench Sector B,25.6,0.0,Optimal Clear,21.2,Firm Dry,7.0,82.2
2026-09-17T12:42:00Z,North Trench Sector B,25.6,0.0,Optimal Clear,21.2,Firm Dry,9.5,65.1
2026-09-17T13:16:00Z,North Trench Sector B,25.6,0.0,Optimal Clear,21.2,Firm Dry,5.2,66.5
2026-09-17T14:42:00Z,North Trench Sector B,25.6,0.0,Optimal Clear,21.2,Firm Dry,9.8,82.4
2026-09-17T15:56:00Z,North Trench Sector B,25.6,0.0,Optimal Clear,21.2,Firm Dry,6.0,78.0
2026-09-17T16:47:00Z,North Trench Sector B,25.6,0.0,Optimal Clear,21.2,Firm Dry,6.7,79.4
2026-09-17T17:23:00Z,North Trench Sector B,25.6,0.0,Optimal Clear,21.2,Firm Dry,5.0,80.3
2026-09-18T07:10:00Z,North Trench Sector B,21.7,8.5,Moderate (Rain Haze),13.9,Gravel,6.6,84.4
2026-09-18T08:23:00Z,North Trench Sector B,21.7,8.5,Moderate (Rain Haze),13.9,Gravel,8.5,78.7
2026-09-18T09:53:00Z,North Trench Sector B,21.7,8.5,Moderate (Rain Haze),13.9,Gravel,6.2,86.4
2026-09-18T10:57:00Z,North Trench Sector B,21.7,8.5,Moderate (Rain Haze),13.9,Gravel,8.9,87.2
2026-09-18T11:28:00Z,North Trench Sector B,21.7,8.5,Moderate (Rain Haze),13.9,Gravel,4.9,75.6
2026-09-18T12:18:00Z,North Trench Sector B,21.7,8.5,Moderate (Rain Haze),13.9,Gravel,4.1,66.0
2026-09-18T13:02:00Z,North Trench Sector B,21.7,8.5,Moderate (Rain Haze),13.9,Gravel,2.6,68.5
2026-09-18T14:49:00Z,North Trench Sector B,21.7,8.5,Moderate (Rain Haze),13.9,Gravel,3.2,83.3
2026-09-18T15:06:00Z,North Trench Sector B,21.7,8.5,Moderate (Rain Haze),13.9,Gravel,4.8,87.5
2026-09-18T16:57:00Z,North Trench Sector B,21.7,8.5,Moderate (Rain Haze),13.9,Gravel,10.1,69.4
2026-09-18T17:29:00Z,North Trench Sector B,21.7,8.5,Moderate (Rain Haze),13.9,Gravel,4.8,84.2
2026-09-19T07:25:00Z,North Trench Sector B,14.9,0.0,Optimal Clear,22.2,Firm Dry,2.3,82.2
2026-09-19T08:30:00Z,North Trench Sector B,14.9,0.0,Optimal Clear,22.2,Firm Dry,10.6,77.5
2026-09-19T09:20:00Z,North Trench Sector B,14.9,0.0,Optimal Clear,22.2,Firm Dry,10.1,89.0
2026-09-19T10:21:00Z,North Trench Sector B,14.9,0.0,Optimal Clear,22.2,Firm Dry,4.0,81.2
2026-09-19T11:41:00Z,North Trench Sector B,14.9,0.0,Optimal Clear,22.2,Firm Dry,8.9,63.8
2026-09-19T12:37:00Z,North Trench Sector B,14.9,0.0,Optimal Clear,22.2,Firm Dry,9.5,66.9
2026-09-19T13:18:00Z,North Trench Sector B,14.9,0.0,Optimal Clear,22.2,Firm Dry,6.5,87.8
2026-09-19T14:15:00Z,North Trench Sector B,14.9,0.0,Optimal Clear,22.2,Firm Dry,7.8,73.2
2026-09-19T15:15:00Z,North Trench Sector B,14.9,0.0,Optimal Clear,22.2,Firm Dry,10.8,65.9
2026-09-19T16:38:00Z,North Trench Sector B,14.9,0.0,Optimal Clear,22.2,Firm Dry,6.5,67.1
2026-09-19T17:43:00Z,North Trench Sector B,14.9,0.0,Optimal Clear,22.2,Firm Dry,8.5,69.7
2026-09-20T07:41:00Z,North Trench Sector B,23.9,8.5,Moderate (Rain Haze),21.8,Soft Mud / Slippery,8.8,88.3
2026-09-20T08:27:00Z,North Trench Sector B,23.9,8.5,Moderate (Rain Haze),21.8,Soft Mud / Slippery,8.4,82.0
2026-09-20T09:42:00Z,North Trench Sector B,23.9,8.5,Moderate (Rain Haze),21.8,Soft Mud / Slippery,8.5,74.8
2026-09-20T10:46:00Z,North Trench Sector B,23.9,8.5,Moderate (Rain Haze),21.8,Soft Mud / Slippery,6.5,62.5
2026-09-20T11:35:00Z,North Trench Sector B,23.9,8.5,Moderate (Rain Haze),21.8,Soft Mud / Slippery,7.5,87.8
2026-09-20T12:52:00Z,North Trench Sector B,23.9,8.5,Moderate (Rain Haze),21.8,Soft Mud / Slippery,9.4,69.8
2026-09-20T13:15:00Z,North Trench Sector B,23.9,8.5,Moderate (Rain Haze),21.8,Soft Mud / Slippery,4.2,76.5
2026-09-20T14:12:00Z,North Trench Sector B,23.9,8.5,Moderate (Rain Haze),21.8,Soft Mud / Slippery,4.9,87.2
2026-09-20T15:28:00Z,North Trench Sector B,23.9,8.5,Moderate (Rain Haze),21.8,Soft Mud / Slippery,3.7,66.7
2026-09-20T16:43:00Z,North Trench Sector B,23.9,8.5,Moderate (Rain Haze),21.8,Soft Mud / Slippery,9.3,75.3
2026-09-20T17:13:00Z,North Trench Sector B,23.9,8.5,Moderate (Rain Haze),21.8,Soft Mud / Slippery,8.0,79.2
2026-09-21T07:17:00Z,North Trench Sector B,17.1,0.0,Optimal Clear,14.7,Firm Dry,8.2,65.2
2026-09-21T08:28:00Z,North Trench Sector B,17.1,0.0,Optimal Clear,14.7,Firm Dry,8.1,86.6
2026-09-21T09:34:00Z,North Trench Sector B,17.1,0.0,Optimal Clear,14.7,Firm Dry,8.5,76.5
2026-09-21T10:53:00Z,North Trench Sector B,17.1,0.0,Optimal Clear,14.7,Firm Dry,2.4,62.6
2026-09-21T11:26:00Z,North Trench Sector B,17.1,0.0,Optimal Clear,14.7,Firm Dry,7.9,86.8
2026-09-21T12:31:00Z,North Trench Sector B,17.1,0.0,Optimal Clear,14.7,Firm Dry,3.4,76.7
2026-09-21T13:57:00Z,North Trench Sector B,17.1,0.0,Optimal Clear,14.7,Firm Dry,3.3,82.0
2026-09-21T14:11:00Z,North Trench Sector B,17.1,0.0,Optimal Clear,14.7,Firm Dry,7.6,76.1
2026-09-21T15:11:00Z,North Trench Sector B,17.1,0.0,Optimal Clear,14.7,Firm Dry,5.5,86.7
2026-09-21T16:45:00Z,North Trench Sector B,17.1,0.0,Optimal Clear,14.7,Firm Dry,6.3,63.1
2026-09-21T17:17:00Z,North Trench Sector B,17.1,0.0,Optimal Clear,14.7,Firm Dry,5.4,81.0
2026-09-22T07:28:00Z,North Trench Sector B,25.0,8.5,Moderate (Rain Haze),15.0,Soft Mud / Slippery,4.7,85.3
2026-09-22T08:48:00Z,North Trench Sector B,25.0,8.5,Moderate (Rain Haze),15.0,Soft Mud / Slippery,3.7,75.2
2026-09-22T09:28:00Z,North Trench Sector B,25.0,8.5,Moderate (Rain Haze),15.0,Soft Mud / Slippery,5.4,79.0
2026-09-22T10:54:00Z,North Trench Sector B,25.0,8.5,Moderate (Rain Haze),15.0,Soft Mud / Slippery,3.3,73.6
2026-09-22T11:46:00Z,North Trench Sector B,25.0,8.5,Moderate (Rain Haze),15.0,Soft Mud / Slippery,2.8,80.5
2026-09-22T12:56:00Z,North Trench Sector B,25.0,8.5,Moderate (Rain Haze),15.0,Soft Mud / Slippery,4.4,86.2
2026-09-22T13:39:00Z,North Trench Sector B,25.0,8.5,Moderate (Rain Haze),15.0,Soft Mud / Slippery,7.1,84.2
2026-09-22T14:24:00Z,North Trench Sector B,25.0,8.5,Moderate (Rain Haze),15.0,Soft Mud / Slippery,10.7,73.8
2026-09-22T15:44:00Z,North Trench Sector B,25.0,8.5,Moderate (Rain Haze),15.0,Soft Mud / Slippery,3.4,82.8
2026-09-22T16:08:00Z,North Trench Sector B,25.0,8.5,Moderate (Rain Haze),15.0,Soft Mud / Slippery,2.8,67.1
2026-09-22T17:17:00Z,North Trench Sector B,25.0,8.5,Moderate (Rain Haze),15.0,Soft Mud / Slippery,3.3,66.6
2026-09-23T07:27:00Z,North Trench Sector B,15.6,10.7,Moderate (Rain Haze),5.2,Soft Mud / Slippery,4.7,78.7
2026-09-23T08:38:00Z,North Trench Sector B,15.6,10.7,Moderate (Rain Haze),5.2,Soft Mud / Slippery,7.3,70.8
2026-09-23T09:54:00Z,North Trench Sector B,15.6,10.7,Moderate (Rain Haze),5.2,Soft Mud / Slippery,7.9,83.5
2026-09-23T10:36:00Z,North Trench Sector B,15.6,10.7,Moderate (Rain Haze),5.2,Soft Mud / Slippery,3.0,88.1
2026-09-23T11:52:00Z,North Trench Sector B,15.6,10.7,Moderate (Rain Haze),5.2,Soft Mud / Slippery,6.0,62.3
2026-09-23T12:07:00Z,North Trench Sector B,15.6,10.7,Moderate (Rain Haze),5.2,Soft Mud / Slippery,6.7,87.4
2026-09-23T13:43:00Z,North Trench Sector B,15.6,10.7,Moderate (Rain Haze),5.2,Soft Mud / Slippery,5.0,83.6
2026-09-23T14:14:00Z,North Trench Sector B,15.6,10.7,Moderate (Rain Haze),5.2,Soft Mud / Slippery,7.2,73.6
2026-09-23T15:40:00Z,North Trench Sector B,15.6,10.7,Moderate (Rain Haze),5.2,Soft Mud / Slippery,9.3,72.6
2026-09-23T16:11:00Z,North Trench Sector B,15.6,10.7,Moderate (Rain Haze),5.2,Soft Mud / Slippery,7.0,73.3
2026-09-23T17:28:00Z,North Trench Sector B,15.6,10.7,Moderate (Rain Haze),5.2,Soft Mud / Slippery,4.6,74.0
2026-09-14T07:25:00Z,North Trench Sector B,23.3,8.5,Moderate (Rain Haze),27.2,Soft Mud / Slippery,2.9,82.4
2026-09-14T08:51:00Z,North Trench Sector B,23.3,8.5,Moderate (Rain Haze),27.2,Soft Mud / Slippery,3.5,67.7
2026-09-14T09:20:00Z,North Trench Sector B,23.3,8.5,Moderate (Rain Haze),27.2,Soft Mud / Slippery,3.2,69.2
2026-09-14T10:55:00Z,North Trench Sector B,23.3,8.5,Moderate (Rain Haze),27.2,Soft Mud / Slippery,5.4,84.8
2026-09-14T11:22:00Z,North Trench Sector B,23.3,8.5,Moderate (Rain Haze),27.2,Soft Mud / Slippery,9.7,85.5
2026-09-14T12:38:00Z,North Trench Sector B,23.3,8.5,Moderate (Rain Haze),27.2,Soft Mud / Slippery,2.1,83.3
2026-09-14T13:07:00Z,North Trench Sector B,23.3,8.5,Moderate (Rain Haze),27.2,Soft Mud / Slippery,5.9,86.4
2026-09-14T14:54:00Z,North Trench Sector B,23.3,8.5,Moderate (Rain Haze),27.2,Soft Mud / Slippery,8.6,85.2
2026-09-14T15:06:00Z,North Trench Sector B,23.3,8.5,Moderate (Rain Haze),27.2,Soft Mud / Slippery,10.3,62.2
2026-09-14T16:22:00Z,North Trench Sector B,23.3,8.5,Moderate (Rain Haze),27.2,Soft Mud / Slippery,9.0,68.7
2026-09-14T17:52:00Z,North Trench Sector B,23.3,8.5,Moderate (Rain Haze),27.2,Soft Mud / Slippery,6.8,87.8
2026-09-15T07:27:00Z,North Trench Sector B,25.1,0.0,Optimal Clear,30.6,Firm Dry,7.8,79.0
2026-09-15T08:42:00Z,North Trench Sector B,25.1,0.0,Optimal Clear,30.6,Firm Dry,2.5,79.5
2026-09-15T09:54:00Z,North Trench Sector B,25.1,0.0,Optimal Clear,30.6,Firm Dry,8.9,66.5
2026-09-15T10:05:00Z,North Trench Sector B,25.1,0.0,Optimal Clear,30.6,Firm Dry,4.1,77.3
2026-09-15T11:04:00Z,North Trench Sector B,25.1,0.0,Optimal Clear,30.6,Firm Dry,10.2,86.7
2026-09-15T12:27:00Z,North Trench Sector B,25.1,0.0,Optimal Clear,30.6,Firm Dry,2.1,74.6
2026-09-15T13:48:00Z,North Trench Sector B,25.1,0.0,Optimal Clear,30.6,Firm Dry,6.9,82.5
2026-09-15T14:47:00Z,North Trench Sector B,25.1,0.0,Optimal Clear,30.6,Firm Dry,6.1,63.2
2026-09-15T15:17:00Z,North Trench Sector B,25.1,0.0,Optimal Clear,30.6,Firm Dry,4.9,85.0
2026-09-15T16:09:00Z,North Trench Sector B,25.1,0.0,Optimal Clear,30.6,Firm Dry,2.8,88.0
2026-09-15T17:24:00Z,North Trench Sector B,25.1,0.0,Optimal Clear,30.6,Firm Dry,9.7,63.3
2026-09-16T07:43:00Z,North Trench Sector B,18.8,7.2,Optimal Clear,23.5,Soft Mud / Slippery,10.1,77.8
2026-09-16T08:29:00Z,North Trench Sector B,18.8,7.2,Optimal Clear,23.5,Soft Mud / Slippery,10.2,72.7
2026-09-16T09:05:00Z,North Trench Sector B,18.8,7.2,Optimal Clear,23.5,Soft Mud / Slippery,7.7,72.3
2026-09-16T10:22:00Z,North Trench Sector B,18.8,7.2,Optimal Clear,23.5,Soft Mud / Slippery,2.5,66.9
2026-09-16T11:49:00Z,North Trench Sector B,18.8,7.2,Optimal Clear,23.5,Soft Mud / Slippery,10.4,88.9
2026-09-16T12:38:00Z,North Trench Sector B,18.8,7.2,Optimal Clear,23.5,Soft Mud / Slippery,6.9,77.2
2026-09-16T13:39:00Z,North Trench Sector B,18.8,7.2,Optimal Clear,23.5,Soft Mud / Slippery,5.4,65.8
2026-09-16T14:33:00Z,North Trench Sector B,18.8,7.2,Optimal Clear,23.5,Soft Mud / Slippery,4.0,66.7
2026-09-16T15:56:00Z,North Trench Sector B,18.8,7.2,Optimal Clear,23.5,Soft Mud / Slippery,7.8,88.1
2026-09-16T16:02:00Z,North Trench Sector B,18.8,7.2,Optimal Clear,23.5,Soft Mud / Slippery,2.4,68.7
2026-09-16T17:57:00Z,North Trench Sector B,18.8,7.2,Optimal Clear,23.5,Soft Mud / Slippery,4.7,82.5
2026-09-17T07:32:00Z,North Trench Sector B,21.1,8.5,Moderate (Rain Haze),21.6,Soft Mud / Slippery,2.9,73.6
2026-09-17T08:29:00Z,North Trench Sector B,21.1,8.5,Moderate (Rain Haze),21.6,Soft Mud / Slippery,3.5,84.2
2026-09-17T09:26:00Z,North Trench Sector B,21.1,8.5,Moderate (Rain Haze),21.6,Soft Mud / Slippery,4.4,85.9
2026-09-17T10:39:00Z,North Trench Sector B,21.1,8.5,Moderate (Rain Haze),21.6,Soft Mud / Slippery,7.2,63.6
2026-09-17T11:41:00Z,North Trench Sector B,21.1,8.5,Moderate (Rain Haze),21.6,Soft Mud / Slippery,9.3,87.6
2026-09-17T12:48:00Z,North Trench Sector B,21.1,8.5,Moderate (Rain Haze),21.6,Soft Mud / Slippery,6.7,63.8
2026-09-17T13:50:00Z,North Trench Sector B,21.1,8.5,Moderate (Rain Haze),21.6,Soft Mud / Slippery,9.9,64.7
2026-09-17T14:04:00Z,North Trench Sector B,21.1,8.5,Moderate (Rain Haze),21.6,Soft Mud / Slippery,10.1,85.7
2026-09-17T15:21:00Z,North Trench Sector B,21.1,8.5,Moderate (Rain Haze),21.6,Soft Mud / Slippery,3.7,74.0
2026-09-17T16:14:00Z,North Trench Sector B,21.1,8.5,Moderate (Rain Haze),21.6,Soft Mud / Slippery,8.3,67.4
2026-09-17T17:57:00Z,North Trench Sector B,21.1,8.5,Moderate (Rain Haze),21.6,Soft Mud / Slippery,4.6,76.9
2026-09-18T07:45:00Z,North Trench Sector B,24.4,0.0,Optimal Clear,31.1,Firm Dry,7.5,86.6
2026-09-18T08:45:00Z,North Trench Sector B,24.4,0.0,Optimal Clear,31.1,Firm Dry,7.1,78.8
2026-09-18T09:47:00Z,North Trench Sector B,24.4,0.0,Optimal Clear,31.1,Firm Dry,9.2,79.6
2026-09-18T10:27:00Z,North Trench Sector B,24.4,0.0,Optimal Clear,31.1,Firm Dry,8.2,63.0
2026-09-18T11:43:00Z,North Trench Sector B,24.4,0.0,Optimal Clear,31.1,Firm Dry,5.3,71.6
2026-09-18T12:34:00Z,North Trench Sector B,24.4,0.0,Optimal Clear,31.1,Firm Dry,3.2,80.4
2026-09-18T13:15:00Z,North Trench Sector B,24.4,0.0,Optimal Clear,31.1,Firm Dry,3.2,66.6
2026-09-18T14:16:00Z,North Trench Sector B,24.4,0.0,Optimal Clear,31.1,Firm Dry,2.6,71.3
2026-09-18T15:33:00Z,North Trench Sector B,24.4,0.0,Optimal Clear,31.1,Firm Dry,4.0,67.1
2026-09-18T16:18:00Z,North Trench Sector B,24.4,0.0,Optimal Clear,31.1,Firm Dry,2.4,78.8
2026-09-18T17:44:00Z,North Trench Sector B,24.4,0.0,Optimal Clear,31.1,Firm Dry,6.6,76.0
2026-09-19T07:44:00Z,North Trench Sector B,18.0,8.5,Moderate (Rain Haze),5.1,Gravel,2.7,65.0
2026-09-19T08:08:00Z,North Trench Sector B,18.0,8.5,Moderate (Rain Haze),5.1,Gravel,5.2,86.0
2026-09-19T09:55:00Z,North Trench Sector B,18.0,8.5,Moderate (Rain Haze),5.1,Gravel,3.2,85.0
2026-09-19T10:09:00Z,North Trench Sector B,18.0,8.5,Moderate (Rain Haze),5.1,Gravel,8.9,73.9
2026-09-19T11:48:00Z,North Trench Sector B,18.0,8.5,Moderate (Rain Haze),5.1,Gravel,2.1,71.3
2026-09-19T12:05:00Z,North Trench Sector B,18.0,8.5,Moderate (Rain Haze),5.1,Gravel,9.2,76.9
2026-09-19T13:37:00Z,North Trench Sector B,18.0,8.5,Moderate (Rain Haze),5.1,Gravel,9.6,80.1
2026-09-19T14:23:00Z,North Trench Sector B,18.0,8.5,Moderate (Rain Haze),5.1,Gravel,2.4,79.1
2026-09-19T15:15:00Z,North Trench Sector B,18.0,8.5,Moderate (Rain Haze),5.1,Gravel,8.9,83.1
2026-09-19T16:39:00Z,North Trench Sector B,18.0,8.5,Moderate (Rain Haze),5.1,Gravel,2.9,75.7
2026-09-19T17:23:00Z,North Trench Sector B,18.0,8.5,Moderate (Rain Haze),5.1,Gravel,4.7,74.2
2026-09-20T07:34:00Z,North Trench Sector B,21.8,17.7,Moderate (Rain Haze),30.9,Soft Mud / Slippery,8.1,79.2
2026-09-20T08:14:00Z,North Trench Sector B,21.8,17.7,Moderate (Rain Haze),30.9,Soft Mud / Slippery,8.2,83.2
2026-09-20T09:43:00Z,North Trench Sector B,21.8,17.7,Moderate (Rain Haze),30.9,Soft Mud / Slippery,10.3,68.4
2026-09-20T10:57:00Z,North Trench Sector B,21.8,17.7,Moderate (Rain Haze),30.9,Soft Mud / Slippery,9.0,84.4
2026-09-20T11:47:00Z,North Trench Sector B,21.8,17.7,Moderate (Rain Haze),30.9,Soft Mud / Slippery,6.4,63.1
2026-09-20T12:44:00Z,North Trench Sector B,21.8,17.7,Moderate (Rain Haze),30.9,Soft Mud / Slippery,3.0,71.7
2026-09-20T13:09:00Z,North Trench Sector B,21.8,17.7,Moderate (Rain Haze),30.9,Soft Mud / Slippery,6.6,76.6
2026-09-20T14:36:00Z,North Trench Sector B,21.8,17.7,Moderate (Rain Haze),30.9,Soft Mud / Slippery,9.5,78.9
2026-09-20T15:18:00Z,North Trench Sector B,21.8,17.7,Moderate (Rain Haze),30.9,Soft Mud / Slippery,5.9,77.5
2026-09-20T16:24:00Z,North Trench Sector B,21.8,17.7,Moderate (Rain Haze),30.9,Soft Mud / Slippery,5.4,64.9
2026-09-20T17:11:00Z,North Trench Sector B,21.8,17.7,Moderate (Rain Haze),30.9,Soft Mud / Slippery,7.0,85.9
2026-09-21T07:56:00Z,North Trench Sector B,16.5,8.5,Moderate (Rain Haze),29.5,Soft Mud / Slippery,8.0,66.3
2026-09-21T08:44:00Z,North Trench Sector B,16.5,8.5,Moderate (Rain Haze),29.5,Soft Mud / Slippery,5.0,64.7
2026-09-21T09:16:00Z,North Trench Sector B,16.5,8.5,Moderate (Rain Haze),29.5,Soft Mud / Slippery,9.9,79.3
2026-09-21T10:36:00Z,North Trench Sector B,16.5,8.5,Moderate (Rain Haze),29.5,Soft Mud / Slippery,7.7,81.8
2026-09-21T11:51:00Z,North Trench Sector B,16.5,8.5,Moderate (Rain Haze),29.5,Soft Mud / Slippery,6.2,72.6
2026-09-21T12:10:00Z,North Trench Sector B,16.5,8.5,Moderate (Rain Haze),29.5,Soft Mud / Slippery,10.5,66.8
2026-09-21T13:32:00Z,North Trench Sector B,16.5,8.5,Moderate (Rain Haze),29.5,Soft Mud / Slippery,7.7,85.8
2026-09-21T14:35:00Z,North Trench Sector B,16.5,8.5,Moderate (Rain Haze),29.5,Soft Mud / Slippery,6.4,88.3
2026-09-21T15:53:00Z,North Trench Sector B,16.5,8.5,Moderate (Rain Haze),29.5,Soft Mud / Slippery,2.2,65.1
2026-09-21T16:35:00Z,North Trench Sector B,16.5,8.5,Moderate (Rain Haze),29.5,Soft Mud / Slippery,10.5,78.2
2026-09-21T17:13:00Z,North Trench Sector B,16.5,8.5,Moderate (Rain Haze),29.5,Soft Mud / Slippery,4.1,75.8
2026-09-22T07:36:00Z,North Trench Sector B,21.9,8.5,Moderate (Rain Haze),29.4,Gravel,9.9,86.2
2026-09-22T08:46:00Z,North Trench Sector B,21.9,8.5,Moderate (Rain Haze),29.4,Gravel,4.5,73.5
2026-09-22T09:15:00Z,North Trench Sector B,21.9,8.5,Moderate (Rain Haze),29.4,Gravel,4.4,70.5
2026-09-22T10:24:00Z,North Trench Sector B,21.9,8.5,Moderate (Rain Haze),29.4,Gravel,6.0,72.7
2026-09-22T11:40:00Z,North Trench Sector B,21.9,8.5,Moderate (Rain Haze),29.4,Gravel,10.4,63.7
2026-09-22T12:34:00Z,North Trench Sector B,21.9,8.5,Moderate (Rain Haze),29.4,Gravel,10.8,68.3
2026-09-22T13:19:00Z,North Trench Sector B,21.9,8.5,Moderate (Rain Haze),29.4,Gravel,5.7,88.0
2026-09-22T14:46:00Z,North Trench Sector B,21.9,8.5,Moderate (Rain Haze),29.4,Gravel,8.1,72.2
2026-09-22T15:22:00Z,North Trench Sector B,21.9,8.5,Moderate (Rain Haze),29.4,Gravel,2.8,71.5
2026-09-22T16:49:00Z,North Trench Sector B,21.9,8.5,Moderate (Rain Haze),29.4,Gravel,3.4,69.2
2026-09-22T17:25:00Z,North Trench Sector B,21.9,8.5,Moderate (Rain Haze),29.4,Gravel,3.6,75.3
2026-09-23T07:13:00Z,North Trench Sector B,18.7,8.5,Moderate (Rain Haze),23.5,Soft Mud / Slippery,5.4,65.2
2026-09-23T08:33:00Z,North Trench Sector B,18.7,8.5,Moderate (Rain Haze),23.5,Soft Mud / Slippery,3.6,73.3
2026-09-23T09:28:00Z,North Trench Sector B,18.7,8.5,Moderate (Rain Haze),23.5,Soft Mud / Slippery,4.7,88.9
2026-09-23T10:03:00Z,North Trench Sector B,18.7,8.5,Moderate (Rain Haze),23.5,Soft Mud / Slippery,10.8,71.5
2026-09-23T11:11:00Z,North Trench Sector B,18.7,8.5,Moderate (Rain Haze),23.5,Soft Mud / Slippery,9.6,79.3
2026-09-23T12:51:00Z,North Trench Sector B,18.7,8.5,Moderate (Rain Haze),23.5,Soft Mud / Slippery,9.7,71.8
2026-09-23T13:50:00Z,North Trench Sector B,18.7,8.5,Moderate (Rain Haze),23.5,Soft Mud / Slippery,4.8,64.8
2026-09-23T14:57:00Z,North Trench Sector B,18.7,8.5,Moderate (Rain Haze),23.5,Soft Mud / Slippery,7.3,88.3
